With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638590509603274752'	Inox Wind Says: Will Be Responsible For Entire Project Lifecycle @CNBCTV18Live
'639266897788203008'	Happy to be present at this conference. Do join in via remote participation https://t.co/yjqnfz0j18
'639764489747959809'	Chief Executive Dr. Abdullah addresses @RECCAfghanistan participants.
'646547669968523264'	Abbott-appointee Scott Buchholz dumped as Chief Whip: Scott Buchholz has been dumped as the Government's Chief... http://t.co/KkB5p1pYRb
'648285250347405312'	At the Clinton Global Initiative annual meeting in New York on September 27, 2015.PHOTO CREDIT: Getty Images
'641266314007433216'	AccuTrack Radar on the hour. It's September 08, 2015 at 11:06AM http://t.co/7d1TWTwnme
'641226526969737216'	Just a reminder: This week's Windows Weekly is today, Tues, Sept. 8, at 2 pm ET/11 am PT, instead of the usual Wed. http://t.co/FJbKjsntbg
'646850066431373312'	New WAH-Job: Account Executive - Gartner, Inc. - New York, NY: United States-NY-US,... http://t.co/DXNf8lvxlT via http://t.co/mKXEEwFrWC
'643009729136996352'	The Insurance Insider Monte Carlo 2015 Day 1 - The Insurance Insider (subscription) http://t.co/Btnwj6SgVP
'641124777650851840'	PM Lee calls opposition "insurance": insurance is good but you must buy the right insurance from the right company. #GE2015 #PAPRally
'649331086573617152'	NYPD contingent at the New York Women in Law Enforcement conference in Rochester. http://t.co/yYFO3ZXHHu
'641111898528739328'	I posted 17 photos on Facebook in the album "New York State Fair 2015" http://t.co/pPVkpro8Sq
'641762022514757632'	SIC wins 'Cedant of the Year' award: SIC Insurance Company Limited has won the Ghana Reinsurance Company rsquo... http://t.co/sPyZ0goRWV
'640669132996743168'	.@Adelaide_FC coach Scott Camporeale demonstrates ability as club prepares for finals, chief executive says http://t.co/6C4LMCgg7o
'647392754419531776'	The Risks of Health Insurance Company Mergers http://t.co/cm4stK4XZJ
'644670692995284992'	New York, New York http://t.co/iLCVvtBvjC
'644513349623877632'	President receives Hong Kong chief executive: Hong Kong Special Administration Regions Chief Executive, curren... http://t.co/cPZERAQsKQ
'640669520705642497'	RT @abcnewsAdelaide: .@Adelaide_FC coach Scott Camporeale demonstrates ability as club prepares for finals, chief executive says http://t.c…
----------
With article id: 899a8c22-3bf4-4274-ae6b-d3ac4ee451e3 and link: http://www.watoday.com.au/digital-life/digital-life-news/apple-announces-iphone-6s-and-iphone-6s-plus-new-apple-tv-and-ipad-pro-20150910-gjj1f6.html
'641766619816042496'	Apple unveils new iPhone 6s, Apple TV and iPad Pro. http://t.co/TfYYDs5z1N
'648484483876978688'	Apple Sells 13 Million iPhones In Opening Weekend, Or 3,000 iPhones Per Minute http://t.co/J7rXldvyHf
'642000831206690817'	As iPhone 6S launches, a new Apple TV and iPad Pro steal the show http://t.co/t5S7OkPgkA via @CNET
'648500243395293184'	Apple sells record 13 million new iPhones http://t.co/8V6lLEFneV
'641926248663543808'	Apple unveils iPhone 6S, 6S Plus and huge new iPad Pro – in pictures http://t.co/J2GQBLh2C7
'643279060768952324'	@DanielleMorrill and Apple is your generation's Apple.
'639060241309671425'	Huawei Watch release date and price confirmed: High-end wearable coming in October for Apple Watch fees http://t.co/VV5ExGRbFc
'641662205046452224'	Cook is onstage with the iPad Pro.
'641691626331611136'	New Apple gadgets: iPhone 6S,  ginormous iPad Pro, gamier Apple TV http://t.co/9gcnMqNtxu
'641673398695800833'	just In: Apple Announces Apple TV  #AppleEvent
'641198056206024704'	'Apple the biggest obstacle to better iPhones' http://t.co/fUqcvoRvvn
'641755963175890945'	#news Apple unveils iPad Pro, new iPhones, revamps Apple TV - VIDEO: Will a new Apple TV 'blow away' the streaming... http://t.co/nuZ2dKnmZs
'644332216932110336'	Huawei Watch Black Stainless - released tomorrow! I HUNGER for this, it puts the Apple Watch to total shame! http://t.co/WckpVhwFDe
'648487521702268929'	#apple pumping out #iphones https://t.co/eP6y7X5SDR
'643124165642358784'	Apple TV (2015) Preview: For all the excitement around the new iPhone 6S and iPad Pro, the new Apple TV was in... http://t.co/il7pJG9gLJ
'641790694567247872'	People who dislike the new Apple Watch strap are two-tone policing.
'641662176009191424'	Apple announces the 'Biggest news in iPad since the iPad' - the iPad Pro. #AppleEvent
'648500238185967617'	Apple sells record 13 million new iPhones http://t.co/8fmmyqYb7N
'638662605947596800'	2,50,000 Apple IDs stolen from jailbroken iPhones http://t.co/X2Oxr9kHOX
'641815302293073920'	iPad Surface Pro? #tamil http://t.co/7fQKnwugZd
'647083491708964864'	Huawei Watch is ridics large on my wrist, but the screen is sharp as anything. Like @greengart, alternating b/w that and the Apple Watch.
'639060848355475456'	Hitting wrists November 17, the Huawei Watch has Apple Watch in its sights http://t.co/h8kwiRr3iZ #IFA2015 http://t.co/sOYCr9Y5BX
'641689314842292224'	I want a new Apple TV, new iPhone and new iPad Pro with stylus and keyboard. It's an expensive day. Apple is killing it, again.
'646016279409762304'	Review: Apple Watch improves with new software http://t.co/gMev5i5Nfk
'639375849989386240'	‘Apple should lease iPhones’ http://t.co/ZCCrszRQz6
'641667470932201472'	Apple StaplerApple ScissorsApple MouthwashApple Garbage BinApple Inanimate Carbon RodPlease send royalty checks c/o NYT thx
'642335281996296192'	@MikeIsaac @palafo Apple with Apple News, too
'641662733008547846'	iPad PRO. …Powerful iPad ever created… :P Punch line ;) #AppleEvent
'641027618301722624'	Apple opens iPhones to ad-blockers http://t.co/sWg1Tas3sa
'641663188875014144'	RT @TheRegister: NEW iPAD — IT'S … IT'S …. IT'S ANOTHER IPAD. IPAD PRO. ANOTHER TABLET. #AppleEvent
'641664313388867584'	10-hour battery life for iPad Pro.
'641732577800228864'	Tim Cook unveils new iPhone 6S, Apple TV, iPad Pro: Apple CEO Tim Cook has unveiled two new iPhones as well as the… http://t.co/NFKNszSTf8
'641692061675053056'	Apple announces iPhone 6S, iPhone 6S Plus http://t.co/FzanBBih7C
'641733084610625537'	Tim Cook unveils new iPhone 6S, Apple TV, iPad Pro http://t.co/EC7yGDIqDY
'642604763473948673'	apple kids did you apple well
'639060238268780544'	Huawei Watch release date and price confirmed: High-end wearable coming in October for Apple Watch fees http://t.co/R24XUJXP63
'641789200069619713'	#Apple unveils new iPhone 6S, Apple TV and iPad Pro http://t.co/XbrEUV7SQE http://t.co/JIyaBjRF1I
'646070440381820928'	Watch OS 2.0 is here. Should you install it? Should you buy an Apple Watch at all? https://t.co/8Azfr2EYIf
'648471776972836864'	@JazzyDogCafe @TastyChomps @Apple I'm an #apple fan
'641767593871695872'	Apple unveils new iPhone 6S, Apple TV and iPad Pro http://t.co/whvE6ptgn9
'641744956642754560'	#Apple unveils iPad Pro, new iPhones, revamps Apple TV http://t.co/jOwjiFDHe3 #AppleEvent http://t.co/mJEP96QnSP
'641946891622699008'	Apple debuts larger iPad Pro, iPhone 6S, iPhone 6S Plus, new Apple TV http://t.co/PYl24akjwX
'643542473340493824'	Will @Qwerkywriter work with the iPad Pro?
'641733083939540992'	Tim Cook unveils new iPhone 6S, Apple TV, iPad Pro http://t.co/WkqF2RkTJb
'645897933716520961'	Apple commences shipping new generation iPhones http://t.co/kKGMzI3fy0
'639065070614523904'	The luxurious Huawei Watch will cost as much as an Apple Watch http://t.co/cqsBW06Mmq http://t.co/gsvfbJ6fNp
'649134976185860096'	RT @ChinaDailyEU: Apple introduces Apple Music in China: US technology company Apple Inc announced on Wednesday that Apple Music... http://…
'641733167481647104'	#Apple unveils 3D #iPhone6s, giant iPad pro and TV with voice control http://t.co/iZXGD3nMzc
'641669378136653825'	RT @jank0: iPad Pro starts at $799.
'641664367914696705'	iPad Pro is 360 times faster than the original iPad.
'641662730840113153'	iPad Pro officially announced. “The biggest iPad news since the iPad.” #AppleEvent
'641689346479886336'	Apple announces new iPad Pro, Apple TV and iPhone 6S and 6S Plus http://t.co/1czKzOVSiA http://t.co/zza3mHrVSJ
'639853375249641473'	More than 25 of the BEST Apple Dessert Recipes – apple crisp, apple muffins, apple pie, apple cobble http://t.co/8lk5IQbd7c
'641707648635805696'	Apple reveals new iPhone 6s and iPhone 6s Plus, new Apple TV and iPad Pro. http://t.co/GWDoxu6vrF #AppleEvent
'641778419240308736'	Apple unveils new iPhone 6S, Apple TV and iPad Pro  http://t.co/Ro6ZmAtrOo http://t.co/mnW54hSpzr
'641733084656766976'	Tim Cook unveils new iPhone 6S, Apple TV, iPad Pro http://t.co/b20wmCa3TV
'641751169979826176'	Apple launches iPhone 6s, iPhone 6s Plus, iPad Pro and Apple TV: Key points http://t.co/2IfIpMHYAm
'641681440606781440'	just In: Apple Announces Apple TV  #AppleEvent
'641639719340666880'	Apple, Apple, Apple, Apple, Apple, Apple, Apple, Apple, Apple, Apple, Apple, Apple, Birne. http://t.co/Hsws9LY6iX http://t.co/QtDtvfFzxE
'641679050226987008'	Next up Apple iPhones #AppleEvent
'639060475985154048'	The luxurious Huawei Watch will cost as much as an Apple Watch http://t.co/vHlDQTqtbA http://t.co/K3uP0XmbZr
----------
With article id: 0db352b5-25b0-46fc-84a2-2a9845c9b585 and link: http://www.lexisnexis.com/uk/lexispsl/privateclient/document/413991/5GWF-N9G1-DYJH-V1WD-00000-00
'641324665718329345'	@thepubliclawyer Cannot see any court making such an Order.  they would be better off seeking declaratory relief.
'639200578720165892'	Local Dominica relief effort grows Dominica relief http://t.co/2pScgQQ8rH
'640966441978757120'	If they had meant to scapegoat 1 Minister to save the rest of the 9, it would imply that somehow evidence on others was leaked #Egypt
'642659857095622656'	@RobHakala finally some relief!
'648669438149922816'	@PhuzzieSlippers (I think that's what happened, based on little I read)
'641496846846853120'	What went wrong at Windsor Jobcentre? Claimant called Elizabeth stuck 63 years on a state scheme without a work interview
'638831439413309440'	@pete_j_morris only because of out rage from others the body of his motion was carried and he changed community workers to the stat's
'638751240856412163'	RT @ECHR_Press: Khlaifia and Others v. Italy - Detention and expulsion of Tunisian migrants following Arabhttp://t.co/685P0dBsI8#ECHR
'648675235504463873'	Want to volunteer at #LAUNCHScale and/or #LAUNCHMobile?  Apply here: http://t.co/zXeEtxziNb
'641688436106231808'	The ads are accompanied by a Telegram number: "whoever would like to pay the ransom for release and transfer can contact the following."
'639505610900422656'	From the archives: Refugee claimant jailed with no charge, no sentence, no oversight http://t.co/EaeH4Acdo6 http://t.co/5NO9MLSthe
'641423167328776192'	6-2 Serena in the first set, 6-1 Venus in the second set, third set should be fun!
'646315976053555200'	Hindus and others http://t.co/2LgYlNukhO
'639505611168837632'	From the archives: Refugee claimant jailed with no charge, no sentence, no oversight http://t.co/RqwI4eYQ8v http://t.co/CKXCBF6JHs
'638795322202980352'	RT @LukeSGittos1986: V important contributions from @Fox_Claire and others here on #ChrissieHynde :  http://t.co/XOGcVbTHtO
'648668855942926337'	am loving @BernieSanders
'648074485485182976'	RT @PosEastPaul: @OfficialBWFC relief, just relief
'642355067782197249'	PTI claimant of change doesn't bring a capable candidate in Lahore: MNA Talal Ch
'641555534265499648'	Relief from the heat and humidity on the way to the midstate: Relief is in sight, in the form of rain and… http://t.co/d1k2u4EM4s
'646614082678820864'	@Gilesyb question for the Chancellor and Lord O'Neill among a plethora of others
'647411662509764610'	reasonably packed news week
'649053233881681920'	. @CTDems revise their declaratory judgment against election regulators: http://t.co/8SYl0wqnWP
'639505610736824320'	From the archives: Refugee claimant jailed with no charge, no sentence, no oversight http://t.co/S0jKOL6JlU http://t.co/CSWlgoAg3a
